Name,  Ordered Qty,  Placed Qty,  Weight,  Gross,  Material,  Thickness, Length , Width, Area,,,,
---------------------------------------------------------------------------------------------------------,,,,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
-1        ,-1         ,   ,-1 ,,,,,
---------------------------------------------------------------------------------------,,,,,,,,
"Nozzle diameter 	         ","Beam diameter(Kerf)	         ","Used laser power	      ",,,,,,
---------------------------------------------------------------------------------------,,,,,,,,
@LAS'PIERCE'REDUSED_FEEDRATE,@LAS'CUT'BEAM_DIAMETER'HIGH_CUT,@LAS'CUT'OUTPUT'HIGH_CUT ,,,,,,
---------------------------------------------------------------------------------------,,,,,,,,
